name,time,application,num_replicas,batch_size
deepspeech2-0,487.661836,deepspeech2,8,320
cifar10-1,670.661855,cifar10,8,2048
bert-2,811.66189,bert,12,384
deepspeech2-3,1102.66193,deepspeech2,12,640
cifar10-4,1451.66201,cifar10,6,2048
cifar10-5,1464.662059,cifar10,6,2048
cifar10-6,1493.662152,cifar10,12,4096
bert-7,2164.662304,bert,6,384
cifar10-8,2551.662341,cifar10,8,2048
bert-9,2740.662367,bert,16,384
cifar10-10,2816.662372,cifar10,6,2048
deepspeech2-11,2973.66239,deepspeech2,8,320
cifar10-12,3720.662503,cifar10,6,2048
cifar10-13,3875.662529,cifar10,8,2048
cifar10-14,3997.662555,cifar10,6,2048
cifar10-15,4265.662616,cifar10,4,2048
cifar10-16,4351.662625,cifar10,8,4096
cifar10-17,5173.662743,cifar10,8,2048
cifar10-18,5197.662762,cifar10,4,2048
cifar10-19,5440.662871,cifar10,8,2048
cifar10-20,5696.662917,cifar10,10,4096
cifar10-21,5759.66293,cifar10,8,2048
cifar10-22,5791.662933,cifar10,16,4096
deepspeech2-23,6036.662956,deepspeech2,12,640
bert-24,6580.663048,bert,6,384
cifar10-25,6660.663062,cifar10,8,2048
bert-26,6852.663089,bert,12,384
deepspeech2-27,6928.663108,deepspeech2,12,640
deepspeech2-28,7232.663148,deepspeech2,6,320
deepspeech2-29,7253.66315,deepspeech2,12,640
cifar10-30,7264.663153,cifar10,10,4096
cifar10-31,7631.663212,cifar10,8,2048
bert-32,7829.663242,bert,8,384
cifar10-33,8053.663311,cifar10,10,4096
deepspeech2-34,8070.663334,deepspeech2,8,320
bert-35,8073.663346,bert,12,384
deepspeech2-36,8402.663407,deepspeech2,8,320
bert-37,8403.663412,bert,16,384
bert-38,8410.663435,bert,6,384
cifar10-39,8946.663525,cifar10,8,2048
cifar10-40,9079.663533,cifar10,8,2048
cifar10-41,9112.663543,cifar10,10,4096
bert-42,9140.663548,bert,6,384
cifar10-43,9215.663557,cifar10,12,4096
cifar10-44,9427.66359,cifar10,6,2048
cifar10-45,10417.663771,cifar10,16,4096
cifar10-46,10541.663795,cifar10,16,4096
cifar10-47,10653.66381,cifar10,4,2048
bert-48,11076.663848,bert,12,384
deepspeech2-49,11079.66385,deepspeech2,12,640
bert-50,11088.663863,bert,8,384
bert-51,11192.663909,bert,8,384
bert-52,11406.663933,bert,12,384
bert-53,11500.663952,bert,6,384
deepspeech2-54,11533.663979,deepspeech2,12,640
bert-55,11609.664026,bert,12,384
bert-56,13051.664173,bert,8,384
cifar10-57,13317.664206,cifar10,10,4096
deepspeech2-58,13773.664273,deepspeech2,12,640
bert-59,14123.664324,bert,16,384
cifar10-60,14255.664348,cifar10,8,2048
cifar10-61,14304.664362,cifar10,4,2048
cifar10-62,14565.664409,cifar10,10,4096
cifar10-63,14568.66441,cifar10,10,4096
cifar10-64,14936.664484,cifar10,12,4096
deepspeech2-65,15069.664502,deepspeech2,12,640
cifar10-66,15160.664518,cifar10,4,2048
bert-67,15167.66452,bert,8,384
cifar10-68,15595.664565,cifar10,16,4096
bert-69,15626.664579,bert,6,384
bert-70,15727.664592,bert,6,384
deepspeech2-71,16296.664699,deepspeech2,8,320
deepspeech2-72,16403.664729,deepspeech2,12,640
bert-73,16414.664735,bert,6,384
cifar10-74,16545.664761,cifar10,8,2048
cifar10-75,16665.664782,cifar10,8,2048
cifar10-76,16725.664799,cifar10,10,4096
cifar10-77,16944.664884,cifar10,12,4096
cifar10-78,17123.664911,cifar10,8,4096
deepspeech2-79,17289.664949,deepspeech2,6,320
bert-80,17778.665059,bert,12,384
cifar10-81,17791.665064,cifar10,6,2048
bert-82,17841.66507,bert,12,384
deepspeech2-83,18040.665105,deepspeech2,6,320
bert-84,18335.665164,bert,12,384
bert-85,18349.665167,bert,16,384
cifar10-86,18432.665194,cifar10,8,2048
cifar10-87,18454.665239,cifar10,6,2048
cifar10-88,18457.665245,cifar10,8,2048
cifar10-89,18877.665394,cifar10,16,4096
cifar10-90,19120.665452,cifar10,12,4096
bert-91,19209.665468,bert,12,384
cifar10-92,19280.665484,cifar10,4,2048
cifar10-93,19368.665496,cifar10,12,4096
cifar10-94,19411.665503,cifar10,8,4096
cifar10-95,19552.665537,cifar10,12,4096
deepspeech2-96,19804.665584,deepspeech2,8,320
cifar10-97,19898.6656,cifar10,16,4096
cifar10-98,19967.665646,cifar10,6,2048

